Дата,CPI
10.08.2012,153.85
13.08.2012,155.2
14.08.2012,156.99
15.08.2012,154.6
16.08.2012,156.83
17.08.2012,156.83
20.08.2012,154.11
21.08.2012,156.97
22.08.2012,156.84
23.08.2012,157.1
24.08.2012,156.81
27.08.2012,156.26
28.08.2012,156.5
29.08.2012,156
30.08.2012,155.07
31.08.2012,157.4
03.09.2012,158.12
04.09.2012,158.06
05.09.2012,155.05
06.09.2012,158.9
07.09.2012,163.24
10.09.2012,164.21
11.09.2012,163.4
12.09.2012,163.21
13.09.2012,162.99
14.09.2012,169.52
17.09.2012,169.26
18.09.2012,167.76
19.09.2012,164.75
20.09.2012,164.85
21.09.2012,163.8
24.09.2012,161.97
25.09.2012,160.87
26.09.2012,157
27.09.2012,157.49
28.09.2012,157.75
01.10.2012,160.9
02.10.2012,159.3
03.10.2012,158.14
04.10.2012,156.41
05.10.2012,159.07
08.10.2012,158.9
09.10.2012,157.15
10.10.2012,155.3
11.10.2012,154.25
12.10.2012,152.36
15.10.2012,152.22
16.10.2012,153.98
17.10.2012,156.14
18.10.2012,155
19.10.2012,154.68
22.10.2012,156.53
23.10.2012,153.67
24.10.2012,152.66
25.10.2012,152.78
26.10.2012,151.56
29.10.2012,150.85
30.10.2012,147.06
31.10.2012,144.9
01.11.2012,144.3
02.11.2012,146.03
06.11.2012,146
07.11.2012,143.7
08.11.2012,143.15
09.11.2012,145.6
12.11.2012,144.88
13.11.2012,139.8
14.11.2012,139.35
15.11.2012,141.73
16.11.2012,140.2
19.11.2012,142
20.11.2012,141.25
21.11.2012,142.8
22.11.2012,142.11
23.11.2012,141.63
26.11.2012,140.33
27.11.2012,138.3
28.11.2012,137.26
29.11.2012,137.29
30.11.2012,138.67
03.12.2012,140.88
04.12.2012,139.4
05.12.2012,140.67
06.12.2012,139.53
07.12.2012,139.5
10.12.2012,140.29
11.12.2012,139.53
12.12.2012,140.94
13.12.2012,139.48
14.12.2012,139.41
17.12.2012,139.73
18.12.2012,140.34
19.12.2012,140.16
20.12.2012,142.75
21.12.2012,144.35
24.12.2012,144.65
25.12.2012,144.76
26.12.2012,145.06
27.12.2012,144.95
28.12.2012,143.7
08.01.2013,147.9
09.01.2013,148.91
10.01.2013,147.6
11.01.2013,147.97
14.01.2013,149.6
15.01.2013,147.73
16.01.2013,146.42
17.01.2013,147.7
18.01.2013,148.42
21.01.2013,147.74
22.01.2013,145.84
23.01.2013,146.67
24.01.2013,146.14
25.01.2013,146.4
28.01.2013,147.22
29.01.2013,145.91
30.01.2013,143.85
31.01.2013,142.09
01.02.2013,142.28
04.02.2013,141.47
05.02.2013,141.37
06.02.2013,139.91
07.02.2013,138.91
08.02.2013,137.68
11.02.2013,135.29
12.02.2013,133.3
13.02.2013,137.15
14.02.2013,134.2
15.02.2013,133.99
18.02.2013,135.9
19.02.2013,137.55
20.02.2013,137.06
21.02.2013,136
22.02.2013,136.81
25.02.2013,138.03
26.02.2013,136.5
27.02.2013,137.6
28.02.2013,137.4
01.03.2013,134.75
04.03.2013,133.03
05.03.2013,136.45
06.03.2013,134.85
07.03.2013,133.73
11.03.2013,136.6
12.03.2013,137.25
13.03.2013,140.56
14.03.2013,142.08
15.03.2013,144.5
18.03.2013,144.28
19.03.2013,142.34
20.03.2013,142.09
21.03.2013,142.32
22.03.2013,140.18
25.03.2013,138.6
26.03.2013,136.58
27.03.2013,136.36
28.03.2013,133.17
29.03.2013,134.08
01.04.2013,132.85
02.04.2013,130.81
03.04.2013,130.38
04.04.2013,131.29
05.04.2013,130.5
08.04.2013,129.01
09.04.2013,130.42
10.04.2013,129.53
11.04.2013,126.08
12.04.2013,126.7
15.04.2013,125.95
16.04.2013,124.15
17.04.2013,121.8
18.04.2013,120.45
19.04.2013,120.11
22.04.2013,119.9
23.04.2013,120.17
24.04.2013,124.7
25.04.2013,122.96
26.04.2013,122.82
29.04.2013,122.5
30.04.2013,124.15
02.05.2013,122.96
03.05.2013,128.7
06.05.2013,129.38
07.05.2013,130.55
08.05.2013,131.81
10.05.2013,132.89
13.05.2013,129.8
14.05.2013,125.54
15.05.2013,122.3
16.05.2013,122.81
17.05.2013,125.49
20.05.2013,126.4
21.05.2013,126.95
22.05.2013,127.39
23.05.2013,121.6
24.05.2013,120
27.05.2013,119.68
28.05.2013,120.87
29.05.2013,118.63
30.05.2013,119.81
31.05.2013,123.4
03.06.2013,120.75
04.06.2013,119.49
05.06.2013,118.22
06.06.2013,116.98
07.06.2013,117.25
10.06.2013,116.5
11.06.2013,111.91
13.06.2013,109.91
14.06.2013,109.8
17.06.2013,111.42
18.06.2013,112.98
19.06.2013,111.21
20.06.2013,108.24
21.06.2013,109.6
24.06.2013,107.23
25.06.2013,108.56
26.06.2013,110.05
27.06.2013,107.6
28.06.2013,109.1
01.07.2013,109.08
02.07.2013,109.2
03.07.2013,109.2
04.07.2013,113.17
05.07.2013,113.57
08.07.2013,114
09.07.2013,114.15
10.07.2013,113.6
11.07.2013,117.29
12.07.2013,121.85
15.07.2013,122.78
16.07.2013,124.78
17.07.2013,131.3
18.07.2013,130.21
19.07.2013,129.53
22.07.2013,128.85
23.07.2013,128.5
24.07.2013,127.17
25.07.2013,127.81
26.07.2013,128.84
29.07.2013,129.4
30.07.2013,129.6
31.07.2013,128.61
01.08.2013,130.21
02.08.2013,128.45
05.08.2013,128.87
06.08.2013,126.1
07.08.2013,124.86
08.08.2013,125.18
09.08.2013,128.24
12.08.2013,129.03
13.08.2013,132.18
14.08.2013,134.52
15.08.2013,131.05
16.08.2013,130.79
19.08.2013,132.45
20.08.2013,132.68
21.08.2013,132.2
22.08.2013,134.11
23.08.2013,133.1
26.08.2013,132.61
27.08.2013,131.76
28.08.2013,132.29
29.08.2013,131.7
30.08.2013,131.9
02.09.2013,131.45
03.09.2013,131.5
04.09.2013,132.01
05.09.2013,140
06.09.2013,141.97
09.09.2013,147.4
10.09.2013,146.37
11.09.2013,146.5
12.09.2013,144.84
13.09.2013,142.35
16.09.2013,145.52
17.09.2013,146.05
18.09.2013,144.09
19.09.2013,148.13
20.09.2013,147.71
23.09.2013,145.99
24.09.2013,144.6
25.09.2013,145.8
26.09.2013,145.9
27.09.2013,145.07
30.09.2013,144.15
01.10.2013,145.71
02.10.2013,143.35
03.10.2013,142.26
04.10.2013,144.85
07.10.2013,147
08.10.2013,151.97
09.10.2013,151.29
10.10.2013,153.11
11.10.2013,153.22
14.10.2013,152.71
15.10.2013,156.3
16.10.2013,157.88
17.10.2013,154.99
18.10.2013,157.1
21.10.2013,156.05
22.10.2013,154
23.10.2013,150.25
24.10.2013,150.5
25.10.2013,150.08
28.10.2013,150.33
29.10.2013,150.92
30.10.2013,150.89
31.10.2013,150.4
01.11.2013,150.44
05.11.2013,148.68
06.11.2013,147.26
07.11.2013,150.32
08.11.2013,147.55
11.11.2013,144.82
12.11.2013,146.51
13.11.2013,143.03
14.11.2013,146.58
15.11.2013,147.14
18.11.2013,149.64
19.11.2013,148.85
20.11.2013,150.3
21.11.2013,148.23
22.11.2013,149.59
25.11.2013,147.93
26.11.2013,143.28
27.11.2013,142.01
28.11.2013,142.38
29.11.2013,143.1
02.12.2013,141.51
03.12.2013,138.6
04.12.2013,136.26
05.12.2013,135.25
06.12.2013,137.48
09.12.2013,138.43
10.12.2013,137.61
11.12.2013,137.04
12.12.2013,134.16
13.12.2013,133.38
16.12.2013,136.5
17.12.2013,138.55
18.12.2013,139.87
19.12.2013,140.45
20.12.2013,141.5
23.12.2013,141.64
24.12.2013,141.66
25.12.2013,140.77
26.12.2013,140.43
27.12.2013,139.01
30.12.2013,138.75
06.01.2014,135.47
08.01.2014,137.33
09.01.2014,138.68
10.01.2014,139.69
13.01.2014,139.08
14.01.2014,137.44
15.01.2014,137.44
16.01.2014,137.36
17.01.2014,137.22
20.01.2014,139.75
21.01.2014,145.7
22.01.2014,145.96
23.01.2014,145.75
24.01.2014,146.72
27.01.2014,147.64
28.01.2014,147.01
29.01.2014,147.9
30.01.2014,147.32
31.01.2014,145.16
03.02.2014,141.72
04.02.2014,141.15
05.02.2014,141.97
06.02.2014,143.48
07.02.2014,146.42
10.02.2014,146.89
11.02.2014,147.6
12.02.2014,148.47
13.02.2014,145.9
14.02.2014,148.84
17.02.2014,151.3
18.02.2014,152.75
19.02.2014,147.64
20.02.2014,148.4
21.02.2014,149.17
24.02.2014,149.23
25.02.2014,146.21
26.02.2014,143.49
27.02.2014,140.65
28.02.2014,139.2
03.03.2014,119.86
04.03.2014,129.35
05.03.2014,125.45
06.03.2014,123.62
07.03.2014,124.01
11.03.2014,120.9
12.03.2014,119.06
13.03.2014,118.7
14.03.2014,118.6
17.03.2014,120.46
18.03.2014,127.4
19.03.2014,125.55
20.03.2014,126.21
21.03.2014,124.71
24.03.2014,123.6
25.03.2014,127.93
26.03.2014,133
27.03.2014,130.83
28.03.2014,132.9
31.03.2014,135.5
01.04.2014,135.89
02.04.2014,134.9
03.04.2014,134.5
04.04.2014,137.47
07.04.2014,133.99
08.04.2014,133.25
09.04.2014,132.31
10.04.2014,134.82
11.04.2014,134
14.04.2014,131
15.04.2014,127.75
16.04.2014,129
17.04.2014,129.82
18.04.2014,133.9
21.04.2014,132.68
22.04.2014,131.7
23.04.2014,130.5
24.04.2014,126.69
25.04.2014,125.4
28.04.2014,128.12
29.04.2014,128.3
30.04.2014,128.77
02.05.2014,127
05.05.2014,126
06.05.2014,129.49
07.05.2014,134.1
08.05.2014,135.63
12.05.2014,135.71
13.05.2014,138.46
14.05.2014,139.87
15.05.2014,141.15
16.05.2014,144.29
19.05.2014,148.05
20.05.2014,145.35
21.05.2014,146.58
22.05.2014,144.78
23.05.2014,144.3
26.05.2014,145.8
27.05.2014,142.4
28.05.2014,141.3
29.05.2014,144.2
30.05.2014,141.7
02.06.2014,144.11
03.06.2014,144.19
04.06.2014,144.04
05.06.2014,142.75
06.06.2014,143.97
09.06.2014,144.4
10.06.2014,144.75
11.06.2014,146.4
16.06.2014,145.2
17.06.2014,144.77
18.06.2014,145
19.06.2014,145.2
20.06.2014,145.6
23.06.2014,147.17
24.06.2014,153.25
25.06.2014,149.26
26.06.2014,147.44
27.06.2014,149.39
30.06.2014,148.96
01.07.2014,148.97
02.07.2014,151.95
03.07.2014,152.3
04.07.2014,149.13
07.07.2014,150.31
08.07.2014,151.43
09.07.2014,150.4
10.07.2014,148.79
11.07.2014,148.15
14.07.2014,147.5
15.07.2014,146.52
16.07.2014,142.5
17.07.2014,140
18.07.2014,139.26
21.07.2014,136.01
22.07.2014,137.75
23.07.2014,136.29
24.07.2014,136.9
25.07.2014,135.12
28.07.2014,132
29.07.2014,131.31
30.07.2014,133.4
31.07.2014,132
01.08.2014,131.5
04.08.2014,129.5
05.08.2014,126.57
06.08.2014,124.7
07.08.2014,126.92
08.08.2014,126.55
11.08.2014,128.3
12.08.2014,128
13.08.2014,131
14.08.2014,131.41
15.08.2014,132.67
18.08.2014,134.29
19.08.2014,136.2
20.08.2014,136.7
21.08.2014,136.49
22.08.2014,135
25.08.2014,136.09
26.08.2014,135
27.08.2014,135.51
28.08.2014,133.8
29.08.2014,131.95
01.09.2014,132.32
02.09.2014,133.32
03.09.2014,138.26
04.09.2014,138.15
05.09.2014,139
08.09.2014,139
09.09.2014,139.02
10.09.2014,139.2
11.09.2014,136.65
12.09.2014,137.56
15.09.2014,136
16.09.2014,138.56
17.09.2014,137
18.09.2014,138.2
19.09.2014,135.99
22.09.2014,135.05
23.09.2014,136.5
24.09.2014,137.8
25.09.2014,136.92
26.09.2014,137.11
29.09.2014,135.77
30.09.2014,137.9
01.10.2014,137.26
02.10.2014,134.25
03.10.2014,135.8
06.10.2014,138.9
07.10.2014,137.1
08.10.2014,134.61
09.10.2014,135.64
10.10.2014,133.21
13.10.2014,135.25
14.10.2014,135.5
15.10.2014,134.5
16.10.2014,132.41
17.10.2014,134.6
20.10.2014,134.1
21.10.2014,134
22.10.2014,133.5
23.10.2014,133.5
24.10.2014,133.99
27.10.2014,134.07
28.10.2014,135.75
29.10.2014,138.5
30.10.2014,139.5
31.10.2014,141.5
03.11.2014,143.39
05.11.2014,143.2
06.11.2014,144.1
07.11.2014,144.5
10.11.2014,145.22
11.11.2014,143.71
12.11.2014,143.57
13.11.2014,141.84
14.11.2014,142.49
17.11.2014,142.67
18.11.2014,143.2
19.11.2014,143.98
20.11.2014,144.48
21.11.2014,145.01
24.11.2014,144.7
25.11.2014,144.13
26.11.2014,145.5
27.11.2014,143.19
28.11.2014,142.86
01.12.2014,144.1
02.12.2014,144.91
03.12.2014,146.23
04.12.2014,144.5
05.12.2014,140.5
08.12.2014,135.05
09.12.2014,135.24
10.12.2014,136.09
11.12.2014,134.01
12.12.2014,134.49
15.12.2014,130.4
16.12.2014,131.4
17.12.2014,131
18.12.2014,137
19.12.2014,138.7
22.12.2014,136.49
23.12.2014,133.4
24.12.2014,134.28
25.12.2014,134.8
26.12.2014,134.6
29.12.2014,135.5
30.12.2014,130.31
05.01.2015,133.95
06.01.2015,138.92
08.01.2015,146.46
09.01.2015,141.7
12.01.2015,140.22
13.01.2015,142.64
14.01.2015,146.3
15.01.2015,147
16.01.2015,149.6
19.01.2015,148.11
20.01.2015,145.75
21.01.2015,148.8
22.01.2015,151.5
23.01.2015,152.83
26.01.2015,148
27.01.2015,150.9
28.01.2015,147.7
29.01.2015,145
30.01.2015,143.82
02.02.2015,138.18
03.02.2015,140.35
04.02.2015,142.6
05.02.2015,147.6
06.02.2015,151.6
09.02.2015,149.3
10.02.2015,149.31
11.02.2015,150.55
12.02.2015,157.7
13.02.2015,162.4
16.02.2015,160.19
17.02.2015,159.2
18.02.2015,163
19.02.2015,160.9
20.02.2015,158
24.02.2015,154.99
25.02.2015,150.7
26.02.2015,151.65
27.02.2015,152.95
02.03.2015,155.5
03.03.2015,159
04.03.2015,154
05.03.2015,154.8
06.03.2015,152.12
10.03.2015,148.05
11.03.2015,145.99
12.03.2015,144.7
13.03.2015,141.8
16.03.2015,139.75
17.03.2015,139.7
18.03.2015,140.25
19.03.2015,136.81
20.03.2015,136
23.03.2015,134.61
24.03.2015,137.15
25.03.2015,134.9
26.03.2015,132.2
27.03.2015,134.88
30.03.2015,137
31.03.2015,138.9
01.04.2015,143
02.04.2015,143.9
03.04.2015,143.94
06.04.2015,145.7
07.04.2015,146.2
08.04.2015,147.27
09.04.2015,148.1
10.04.2015,148
13.04.2015,148.8
14.04.2015,144.4
15.04.2015,150.1
16.04.2015,152.4
17.04.2015,149.3
20.04.2015,153.96
21.04.2015,155.35
22.04.2015,150.8
23.04.2015,150.15
24.04.2015,153.89
27.04.2015,152.05
28.04.2015,152.79
29.04.2015,152.5
30.04.2015,153.5
05.05.2015,156.33
06.05.2015,155.25
07.05.2015,152.1
08.05.2015,155.52
12.05.2015,154.2
13.05.2015,151.74
14.05.2015,151.8
15.05.2015,152.98
18.05.2015,151.9
19.05.2015,149.85
20.05.2015,146.35
21.05.2015,147.16
22.05.2015,148.8
25.05.2015,146.69
26.05.2015,145.25
27.05.2015,147.66
28.05.2015,146.11
29.05.2015,139
01.06.2015,139.4
02.06.2015,140.75
03.06.2015,140.71
04.06.2015,140.2
05.06.2015,142.4
08.06.2015,142.66
09.06.2015,146.17
10.06.2015,145.6
11.06.2015,145.4
15.06.2015,144.95
16.06.2015,146
17.06.2015,147.6
18.06.2015,147.15
19.06.2015,147.15
22.06.2015,148.5
23.06.2015,146.25
24.06.2015,146.68
25.06.2015,143.7
26.06.2015,145.18
29.06.2015,143.59
30.06.2015,145.85
01.07.2015,145.5
02.07.2015,145.8
03.07.2015,144.33
06.07.2015,143
07.07.2015,142.5
08.07.2015,141.5
09.07.2015,143.77
10.07.2015,143.9
13.07.2015,145.27
14.07.2015,146.5
15.07.2015,142.7
16.07.2015,144.2
17.07.2015,143.6
20.07.2015,141.78
21.07.2015,141.41
22.07.2015,140.8
23.07.2015,138.37
24.07.2015,136.41
27.07.2015,134.51
28.07.2015,135.05
29.07.2015,138.7
30.07.2015,139.8
31.07.2015,142.5
03.08.2015,141.45
04.08.2015,141.89
05.08.2015,143.78
06.08.2015,140.88
07.08.2015,141.34
10.08.2015,141.5
11.08.2015,141.97
12.08.2015,142.99
13.08.2015,143.7
14.08.2015,144.8
17.08.2015,144.25
18.08.2015,142.65
19.08.2015,140.8
20.08.2015,142.64
21.08.2015,140.29
24.08.2015,135.35
25.08.2015,140.4
26.08.2015,140.51
27.08.2015,144.6
28.08.2015,146.6
31.08.2015,148.19
01.09.2015,144.5
02.09.2015,142.57
03.09.2015,145.3
04.09.2015,142.8
07.09.2015,141.67
08.09.2015,143.21
09.09.2015,144.22
10.09.2015,142.99
11.09.2015,142.4
14.09.2015,143.58
15.09.2015,141.95
16.09.2015,142.91
17.09.2015,142.8
18.09.2015,139.5
21.09.2015,139.45
22.09.2015,136.4
23.09.2015,134.3
24.09.2015,132.2
25.09.2015,133.85
28.09.2015,130.9
29.09.2015,133.2
30.09.2015,134.55
01.10.2015,132.9
02.10.2015,131.5
05.10.2015,136.8
06.10.2015,137.87
07.10.2015,140
08.10.2015,139.8
09.10.2015,143.81
12.10.2015,141.7
13.10.2015,141.8
14.10.2015,142.01
15.10.2015,142.61
16.10.2015,141
19.10.2015,140.27
20.10.2015,140.4
21.10.2015,139.49
22.10.2015,139.25
23.10.2015,138.94
26.10.2015,138.5
27.10.2015,138.5
28.10.2015,138.1
29.10.2015,136.11
30.10.2015,135.75
02.11.2015,137.8
03.11.2015,141.75
05.11.2015,140.97
06.11.2015,137.75
09.11.2015,136.5
10.11.2015,135.58
11.11.2015,135
12.11.2015,136.6
13.11.2015,136
16.11.2015,137.21
17.11.2015,142.75
18.11.2015,147.47
19.11.2015,147.5
20.11.2015,148.05
23.11.2015,152
24.11.2015,145.65
25.11.2015,143.99
26.11.2015,143.2
27.11.2015,140.65
30.11.2015,138
01.12.2015,137.42
02.12.2015,136.85
03.12.2015,140
04.12.2015,137.7
07.12.2015,134.5
08.12.2015,134.65
09.12.2015,135.81
10.12.2015,135.6
11.12.2015,133.8
14.12.2015,131.59
15.12.2015,134.4
16.12.2015,134.5
17.12.2015,137.9
18.12.2015,132.25
21.12.2015,131.5
22.12.2015,133.2
23.12.2015,135.3
24.12.2015,136
25.12.2015,134.48
28.12.2015,134.97
29.12.2015,137.49
30.12.2015,136.09
04.01.2016,134.91
05.01.2016,136.45
06.01.2016,135.94
11.01.2016,131.38
12.01.2016,133.54
13.01.2016,131.3
14.01.2016,130.86
15.01.2016,125.1
18.01.2016,124.6
19.01.2016,125.98
20.01.2016,125.83
21.01.2016,127.75
22.01.2016,132.4
25.01.2016,133
26.01.2016,131.89
27.01.2016,134
28.01.2016,136.5
29.01.2016,136.6
01.02.2016,133.9
02.02.2016,132.5
03.02.2016,131.01
04.02.2016,135.07
05.02.2016,134.43
08.02.2016,133.5
09.02.2016,132.7
10.02.2016,133.03
11.02.2016,130.49
12.02.2016,131.3
15.02.2016,133.43
16.02.2016,135.85
17.02.2016,137.1
18.02.2016,138
19.02.2016,136.9
20.02.2016,136.59
22.02.2016,139.9
24.02.2016,137.15
25.02.2016,137.97
26.02.2016,138.67
29.02.2016,141.4
01.03.2016,142
02.03.2016,140.14
03.03.2016,144.5
04.03.2016,146.16
07.03.2016,150.15
09.03.2016,147.43
10.03.2016,146.94
11.03.2016,144.3
14.03.2016,143.2
15.03.2016,142.54
16.03.2016,144.75
17.03.2016,147.27
18.03.2016,150.65
21.03.2016,149.9
22.03.2016,149.62
23.03.2016,146
24.03.2016,145.8
25.03.2016,146.04
28.03.2016,145.1
29.03.2016,144.7
30.03.2016,147.8
31.03.2016,147.75
01.04.2016,147.2
04.04.2016,146.38
05.04.2016,144.34
06.04.2016,144.2
07.04.2016,143.89
08.04.2016,145.7
11.04.2016,147.3
12.04.2016,148.9
13.04.2016,153.12
14.04.2016,150.43
15.04.2016,147.99
18.04.2016,146.3
19.04.2016,155.95
20.04.2016,161.95
21.04.2016,161.8
22.04.2016,161.2
25.04.2016,160.3
26.04.2016,163
27.04.2016,160.99
28.04.2016,164.75
29.04.2016,168.47
04.05.2016,162.4
05.05.2016,160.5
06.05.2016,159.27
10.05.2016,156.85
11.05.2016,159.45
12.05.2016,159.03
13.05.2016,159.85
16.05.2016,158.07
17.05.2016,153.58
18.05.2016,152.1
19.05.2016,148.33
20.05.2016,146.7
23.05.2016,144.31
24.05.2016,146.35
25.05.2016,146.55
26.05.2016,148.87
27.05.2016,149.88
30.05.2016,149.6
31.05.2016,145.5
01.06.2016,144.7
02.06.2016,144
03.06.2016,143.41
06.06.2016,146.4
07.06.2016,147.75
08.06.2016,146.95
09.06.2016,144.98
10.06.2016,142.44
14.06.2016,141.84
15.06.2016,141.57
16.06.2016,139.5
17.06.2016,139.32
20.06.2016,142.97
21.06.2016,143.54
22.06.2016,143
23.06.2016,144.2
24.06.2016,141.25
27.06.2016,138.52
28.06.2016,139.24
29.06.2016,140
30.06.2016,139.51
01.07.2016,140.05
04.07.2016,141.6
05.07.2016,140.95
06.07.2016,139.99
07.07.2016,140.37
08.07.2016,140.27
11.07.2016,141.4
12.07.2016,142.12
13.07.2016,143.6
14.07.2016,144.2
15.07.2016,147.37
18.07.2016,145.84
19.07.2016,139.48
20.07.2016,139.26
21.07.2016,140.1
22.07.2016,140.6
25.07.2016,140.7
26.07.2016,140.69
27.07.2016,139.5
28.07.2016,139.9
29.07.2016,137.3
01.08.2016,136.93
02.08.2016,134.5
03.08.2016,134.04
04.08.2016,136.7
05.08.2016,135.5
08.08.2016,137.47
09.08.2016,137.34
10.08.2016,137.4
11.08.2016,137.19
12.08.2016,137.83
15.08.2016,138
16.08.2016,137.99
17.08.2016,137.68
18.08.2016,138.4
19.08.2016,136.8
22.08.2016,137.8
23.08.2016,137.37
24.08.2016,137
25.08.2016,135.42
26.08.2016,136.2
29.08.2016,136.2
30.08.2016,135.59
31.08.2016,134.95
01.09.2016,134.99
02.09.2016,135.55
05.09.2016,136.05
06.09.2016,141.4
07.09.2016,143.08
08.09.2016,141.45
09.09.2016,138.54
12.09.2016,138.93
13.09.2016,138.45
14.09.2016,139.35
15.09.2016,137.6
16.09.2016,136.47
19.09.2016,136.59
20.09.2016,137
21.09.2016,136.25
22.09.2016,136.7
23.09.2016,136.7
26.09.2016,135.26
27.09.2016,133.92
28.09.2016,134.09
29.09.2016,135.31
30.09.2016,134.9
03.10.2016,135.37
04.10.2016,136.23
05.10.2016,134.8
06.10.2016,135.9
07.10.2016,136.1
10.10.2016,139.1
11.10.2016,138.98
12.10.2016,138.07
13.10.2016,137.47
14.10.2016,136.2
17.10.2016,135.57
18.10.2016,135.81
19.10.2016,135.49
20.10.2016,134.72
21.10.2016,134.96
24.10.2016,135.05
25.10.2016,135.3
26.10.2016,135.32
27.10.2016,135.04
28.10.2016,135
31.10.2016,138.84
01.11.2016,141.98
02.11.2016,140.81
03.11.2016,139.9
07.11.2016,138.5
08.11.2016,139.32
09.11.2016,145.62
10.11.2016,147.4
11.11.2016,147.88
14.11.2016,146.26
15.11.2016,145.9
16.11.2016,145.5
17.11.2016,147.7
18.11.2016,146.96
21.11.2016,149.6
22.11.2016,150
23.11.2016,149.49
24.11.2016,151.11
25.11.2016,151.31
28.11.2016,148.94
29.11.2016,147.75
30.11.2016,148.8
01.12.2016,152.81
02.12.2016,152.35
05.12.2016,153.78
06.12.2016,151.5
07.12.2016,151.95
08.12.2016,153.05
09.12.2016,152.99
12.12.2016,158.63
13.12.2016,158.95
14.12.2016,157.2
15.12.2016,158.25
16.12.2016,156.2
19.12.2016,154.6
20.12.2016,155.3
21.12.2016,153.06
22.12.2016,150.27
23.12.2016,149.05
26.12.2016,148.95
27.12.2016,150.38
28.12.2016,151
29.12.2016,152.62
30.12.2016,154.55
03.01.2017,157.7
04.01.2017,157.44
05.01.2017,154
06.01.2017,154.1
09.01.2017,154.4
10.01.2017,157.97
11.01.2017,157.01
12.01.2017,157.25
13.01.2017,157.95
16.01.2017,155.81
17.01.2017,153.65
18.01.2017,152.86
19.01.2017,150.85
20.01.2017,149.7
23.01.2017,148.1
24.01.2017,150.15
25.01.2017,147.65
26.01.2017,150.49
27.01.2017,154.09
30.01.2017,150.8
31.01.2017,149.8
01.02.2017,149.65
02.02.2017,148.8
03.02.2017,149.35
06.02.2017,148.5
07.02.2017,148.7
08.02.2017,145.2
09.02.2017,142.11
10.02.2017,140.5
13.02.2017,141.2
14.02.2017,140.62
15.02.2017,139.72
16.02.2017,139.16
17.02.2017,138.12
20.02.2017,138.5
21.02.2017,138.35
22.02.2017,136.68
24.02.2017,136.75
27.02.2017,135.07
28.02.2017,134
01.03.2017,133.85
02.03.2017,131.3
03.03.2017,134.8
06.03.2017,134.6
07.03.2017,132.89
09.03.2017,129
10.03.2017,128.78
13.03.2017,129.93
14.03.2017,128.8
15.03.2017,127.6
16.03.2017,128.05
17.03.2017,128.94
20.03.2017,128.79
21.03.2017,129.3
22.03.2017,131.65
23.03.2017,130.99
24.03.2017,130.05
27.03.2017,128.8
28.03.2017,129.2
29.03.2017,128.81
30.03.2017,128.49
31.03.2017,127.9
03.04.2017,127.21
04.04.2017,128.81
05.04.2017,130.69
06.04.2017,130.5
07.04.2017,128.72
10.04.2017,126.16
11.04.2017,126
12.04.2017,125.05
13.04.2017,124.54
14.04.2017,122.85
17.04.2017,123.7
18.04.2017,122.22
19.04.2017,121.55
20.04.2017,121.99
21.04.2017,123
24.04.2017,128
25.04.2017,130.2
26.04.2017,133.43
27.04.2017,133.41
28.04.2017,136.75
02.05.2017,136.52
03.05.2017,135.81
04.05.2017,134.93
05.05.2017,134.41
10.05.2017,134.19
11.05.2017,131.1
12.05.2017,132.5
15.05.2017,131.5
16.05.2017,131.13
17.05.2017,132.07
18.05.2017,126.9
19.05.2017,124.19
22.05.2017,122.52
23.05.2017,123.23
24.05.2017,122
25.05.2017,121.61
26.05.2017,122.2
29.05.2017,123.11
30.05.2017,122.1
31.05.2017,120.28
01.06.2017,118
02.06.2017,119.69
05.06.2017,119
06.06.2017,119.05
07.06.2017,118.92
08.06.2017,119.3
09.06.2017,120.5
13.06.2017,118.15
14.06.2017,115.35
15.06.2017,115.49
16.06.2017,116.02
19.06.2017,117.33
20.06.2017,117.44
21.06.2017,117.97
22.06.2017,119.55
23.06.2017,119.1
26.06.2017,118.67
27.06.2017,119.35
28.06.2017,119.7
29.06.2017,119.16
30.06.2017,118.49
03.07.2017,119.86
04.07.2017,122.73
05.07.2017,122.7
06.07.2017,122.68
07.07.2017,123
10.07.2017,124.25
11.07.2017,124.78
12.07.2017,124.87
13.07.2017,125.55
14.07.2017,125
17.07.2017,125.14
18.07.2017,124.49
19.07.2017,120.11
20.07.2017,120.6
21.07.2017,118.95
24.07.2017,119.17
25.07.2017,118.4
26.07.2017,119
27.07.2017,118.68
28.07.2017,116.9
31.07.2017,116.1
01.08.2017,117.99
02.08.2017,119.09
03.08.2017,119.58
04.08.2017,119.45
07.08.2017,119.5
08.08.2017,119.67
09.08.2017,118.68
10.08.2017,118.05
11.08.2017,116.93
14.08.2017,117.4
15.08.2017,117.59
16.08.2017,116.75
17.08.2017,116.22
18.08.2017,116
21.08.2017,115.92
22.08.2017,116
23.08.2017,115.75
24.08.2017,116.56
25.08.2017,117.85
28.08.2017,118.75
29.08.2017,118.3
30.08.2017,118.2
31.08.2017,117.97
01.09.2017,117.4
04.09.2017,117
05.09.2017,116
06.09.2017,117.14
07.09.2017,117.95
08.09.2017,120.34
11.09.2017,121
12.09.2017,121.99
13.09.2017,123.55
14.09.2017,123.33
15.09.2017,122.5
18.09.2017,122.72
19.09.2017,121.75
20.09.2017,122.25
21.09.2017,122.34
22.09.2017,121.95
25.09.2017,123.03
26.09.2017,123.03
